,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
4670,Female,67,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
4671,Female,25,Yes,2.0,Engineer,No,,Average,Solar,D
4672,Male,87,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
4673,Male,26,Yes,6.0,Doctor,No,9.0,Low,Solar,D
4674,Female,37,Yes,1.0,Artist,Yes,4.0,Low,Wind,A
4675,Male,42,No,1.0,Doctor,Yes,1.0,Low,Solar,A
4676,Female,31,No,4.0,Healthcare,Yes,6.0,Low,Biomass,D
4677,Female,20,No,3.0,Healthcare,No,0.0,Low,Solar,D
4678,Male,51,Yes,4.0,Entertainment,Yes,,High,Solar,D
4679,Female,88,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,D
4680,Male,33,No,4.0,Healthcare,Yes,8.0,Low,Biomass,D
4681,Female,55,No,1.0,Artist,Yes,1.0,Low,Solar,A
4682,Male,22,No,3.0,Healthcare,No,1.0,Low,Solar,D
4683,Female,39,No,3.0,Engineer,Yes,1.0,Low,Solar,B
4684,Male,62,Yes,3.0,Artist,Yes,0.0,Low,Solar,C
4685,Female,37,Yes,3.0,Homemaker,No,13.0,Average,Solar,A
4686,Female,26,No,1.0,Homemaker,Yes,9.0,Low,Biomass,D
4687,Male,27,No,2.0,Artist,Yes,9.0,Low,Wind,D
4688,Male,29,No,4.0,Healthcare,Yes,1.0,Low,Biomass,D
4689,Female,31,No,1.0,Entertainment,Yes,1.0,Low,Solar,B
4690,Male,40,Yes,5.0,Entertainment,Yes,9.0,Average,Solar,B
4691,Male,56,Yes,2.0,Entertainment,Yes,0.0,Low,Wind,C
4692,Female,45,Yes,5.0,Artist,Yes,1.0,High,Solar,C
4693,Female,40,No,1.0,Entertainment,Yes,5.0,Low,Wind,A
4694,Male,30,No,3.0,Healthcare,Yes,9.0,Low,Solar,D
4695,Male,23,No,4.0,Healthcare,No,1.0,Low,Solar,D
4696,Male,46,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
4697,Female,39,Yes,2.0,Healthcare,Yes,8.0,High,Tidal,D
4698,Female,65,Yes,9.0,Lawyer,No,0.0,High,Hydro,A
4699,Male,40,No,1.0,Artist,Yes,0.0,Low,Solar,B
4700,Male,36,Yes,,Engineer,No,,Average,Wind,D
4701,Female,18,No,4.0,Healthcare,No,3.0,Low,Hydro,D
4702,Male,73,Yes,2.0,Executive,Yes,1.0,High,Solar,B
4703,Female,67,Yes,4.0,Engineer,No,,Average,Hydro,A
4704,Female,50,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
4705,Male,38,Yes,3.0,Artist,Yes,4.0,Average,Solar,B
4706,Male,18,No,5.0,Healthcare,No,0.0,Low,Solar,D
4707,Male,19,No,4.0,,No,9.0,Low,Hydro,D
4708,Male,19,No,4.0,Healthcare,No,0.0,Low,Hydro,D
4709,Female,39,Yes,,Artist,Yes,9.0,Low,Hydro,D
4710,Female,26,No,2.0,Engineer,No,5.0,Low,Solar,A
4711,Male,58,Yes,2.0,Artist,Yes,7.0,Low,Solar,B
4712,Female,28,No,2.0,Artist,Yes,1.0,Low,Solar,C
4713,Female,53,Yes,2.0,Artist,Yes,1.0,Average,Not Interested,C
4714,Male,18,No,2.0,Doctor,No,4.0,Low,Solar,A
4715,Male,49,Yes,4.0,Entertainment,Yes,7.0,Average,Solar,C
4716,Male,19,No,3.0,Healthcare,No,0.0,Low,Solar,D
4717,Male,20,No,4.0,Doctor,No,0.0,Low,Solar,D
4718,Male,55,Yes,2.0,Artist,Yes,2.0,Low,Solar,B
4719,Female,32,No,3.0,Engineer,Yes,0.0,Low,Solar,D
4720,Male,27,No,4.0,Healthcare,No,10.0,Low,Solar,C
4721,Male,72,Yes,5.0,Executive,Yes,1.0,High,Solar,A
4722,Female,59,No,1.0,Artist,Yes,1.0,Low,Solar,C
4723,Female,35,Yes,3.0,Artist,Yes,0.0,Low,Solar,A
4724,Female,32,No,1.0,Engineer,Yes,9.0,Low,Solar,A
4725,Female,28,Yes,2.0,Healthcare,Yes,10.0,High,Solar,D
4726,Male,19,Yes,2.0,Entertainment,No,1.0,Low,Solar,A
4727,Male,52,Yes,1.0,Artist,Yes,2.0,High,Hydro,D
4728,Male,29,No,3.0,Doctor,No,1.0,Low,Solar,D
4729,Female,51,Yes,4.0,Homemaker,Yes,12.0,Average,Wind,B
4730,Male,27,No,5.0,Healthcare,Yes,1.0,Low,Solar,D
4731,Female,47,No,1.0,Entertainment,Yes,0.0,Low,Wind,A
4732,Male,61,Yes,1.0,Entertainment,No,1.0,Low,Biomass,A
4733,Female,75,Yes,2.0,Lawyer,No,0.0,High,Solar,D
4734,Male,19,No,1.0,Healthcare,No,1.0,Low,Solar,D
4735,Male,48,Yes,2.0,Artist,Yes,0.0,Average,Geothermal,C
4736,Male,59,Yes,2.0,Artist,Yes,3.0,Average,Solar,B
4737,Male,42,Yes,1.0,Homemaker,No,8.0,Low,Solar,A
4738,Female,86,No,1.0,Lawyer,Yes,1.0,Low,Solar,A
4739,Male,33,No,4.0,Entertainment,Yes,9.0,Low,Wind,C
4740,Female,37,Yes,2.0,Artist,Yes,,High,Solar,A
4741,Male,49,Yes,5.0,Executive,No,3.0,High,Not Interested,B
4742,Male,52,Yes,3.0,Entertainment,Yes,,Average,Solar,B
4743,Male,41,No,3.0,Artist,Yes,,Low,Solar,C
4744,Male,26,No,,Healthcare,Yes,1.0,Low,Geothermal,D
4745,Male,23,No,5.0,Doctor,No,1.0,Low,Solar,D
4746,Male,35,No,3.0,Doctor,No,1.0,Low,Wind,D
4747,Male,37,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
4748,Male,43,Yes,2.0,Entertainment,Yes,7.0,Low,Solar,A
4749,Male,50,Yes,2.0,Engineer,No,1.0,Low,Solar,D
4750,Female,50,No,1.0,Engineer,No,1.0,Low,Solar,A
4751,Female,26,No,,Healthcare,No,3.0,Low,Solar,D
4752,Female,20,No,3.0,Healthcare,No,8.0,Low,Tidal,D
4753,Female,31,Yes,2.0,Homemaker,No,9.0,Average,Solar,A
4754,Female,31,No,3.0,Healthcare,Yes,9.0,Low,Biomass,A
4755,Male,41,Yes,5.0,Executive,No,1.0,Average,Hydro,B
4756,Male,84,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
4757,Female,22,No,5.0,Healthcare,,8.0,Low,Hydro,D
4758,Male,57,Yes,5.0,,No,1.0,Low,Hydro,D
4759,Female,23,No,4.0,Healthcare,No,0.0,Low,Wind,D
4760,Female,69,Yes,1.0,Lawyer,No,0.0,Low,Wind,D
4761,Female,68,Yes,2.0,Artist,Yes,4.0,Low,Solar,B
4762,Female,30,No,4.0,Healthcare,No,8.0,Low,Hydro,B
4763,Female,26,No,1.0,Doctor,Yes,1.0,Low,Solar,D
4764,Male,79,Yes,1.0,Lawyer,,1.0,Low,Solar,D
4765,Male,32,Yes,,Doctor,Yes,0.0,Low,,D
4766,Female,36,No,1.0,Artist,Yes,1.0,Low,Solar,C
4767,Male,18,No,5.0,Entertainment,No,0.0,Low,Solar,C
4768,Male,30,No,4.0,Healthcare,Yes,8.0,Low,Not Interested,D
4769,Female,46,No,1.0,Artist,Yes,9.0,Low,Solar,B
4770,Male,33,Yes,2.0,,Yes,0.0,Low,Wind,D
4771,Male,19,No,5.0,Healthcare,No,2.0,Low,Biomass,D
4772,Male,33,No,4.0,Entertainment,Yes,0.0,Low,Solar,C
4773,Female,65,Yes,1.0,Artist,Yes,13.0,Low,Solar,B
4774,Male,26,Yes,2.0,Artist,Yes,6.0,Average,Solar,A
4775,Female,30,No,1.0,Homemaker,Yes,6.0,Low,Solar,D
4776,Female,33,No,4.0,Entertainment,Yes,1.0,Low,Solar,D
4777,Female,27,Yes,4.0,Engineer,Yes,0.0,Average,Not Interested,A
4778,Male,65,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
4779,Male,77,Yes,2.0,Lawyer,No,1.0,Low,Hydro,D
4780,Female,20,No,4.0,Engineer,No,0.0,Low,Solar,D
4781,Female,27,No,7.0,Homemaker,Yes,6.0,Low,Solar,B
4782,Male,78,Yes,,Lawyer,,,Low,Wind,C
4783,Female,51,Yes,4.0,Doctor,Yes,1.0,Average,Solar,B
4784,Male,18,No,4.0,Healthcare,No,13.0,Low,Solar,D
4785,Female,63,Yes,1.0,Artist,Yes,5.0,Low,Wind,C
4786,Male,36,Yes,3.0,Engineer,Yes,1.0,Average,Hydro,B
4787,Male,43,Yes,4.0,Executive,Yes,1.0,High,Solar,B
4788,Male,46,Yes,4.0,Executive,Yes,0.0,High,Solar,C
4789,Male,51,No,3.0,Artist,Yes,0.0,Low,Solar,B
4790,Male,43,No,1.0,Engineer,Yes,0.0,Low,Solar,A
4791,Female,43,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
4792,Female,37,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
4793,Female,63,Yes,5.0,Artist,No,0.0,Average,Solar,C
4794,Male,30,No,5.0,Doctor,No,,Low,Solar,D
4795,Female,37,Yes,2.0,Entertainment,Yes,5.0,Average,Wind,B
4796,Male,53,Yes,3.0,Artist,No,8.0,Average,Solar,B
4797,Female,26,Yes,7.0,Healthcare,Yes,6.0,High,Biomass,D
4798,Male,40,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
4799,Male,41,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
4800,Male,66,Yes,1.0,Artist,Yes,2.0,Low,Solar,C
4801,Male,80,Yes,1.0,Lawyer,Yes,,Low,Solar,D
4802,Female,37,Yes,5.0,Engineer,No,0.0,Average,Biomass,B
4803,Female,42,Yes,4.0,Artist,No,1.0,High,Solar,B
4804,Female,38,No,2.0,Artist,Yes,1.0,Low,Solar,C
4805,Female,53,No,1.0,Lawyer,No,1.0,Low,Solar,D
4806,Male,33,No,2.0,Executive,No,5.0,Low,Solar,A
4807,Female,52,Yes,7.0,,No,7.0,Average,Hydro,A
4808,Male,33,Yes,4.0,Executive,No,,High,Solar,B
4809,Male,19,No,3.0,Healthcare,No,1.0,Low,Solar,D
4810,Male,53,Yes,3.0,Artist,Yes,,Average,Solar,A
4811,Male,50,Yes,8.0,Doctor,Yes,0.0,Average,Solar,C
4812,Female,26,No,2.0,Engineer,No,0.0,Low,Solar,D
4813,Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
4814,Female,53,Yes,4.0,Executive,Yes,0.0,High,Solar,C
4815,Female,41,Yes,2.0,Artist,Yes,0.0,Average,Not Interested,C
4816,Male,48,Yes,3.0,Executive,Yes,0.0,High,Biomass,C
4817,Male,56,Yes,4.0,Executive,No,0.0,High,Solar,B
4818,Female,66,No,1.0,Artist,Yes,0.0,Low,Solar,D
4819,Male,35,Yes,4.0,Entertainment,No,8.0,Average,Solar,A
4820,Male,50,Yes,2.0,Entertainment,No,0.0,Low,Solar,A
4821,Female,51,Yes,2.0,Artist,Yes,3.0,Low,Wind,B
4822,Female,30,No,3.0,Healthcare,No,8.0,Low,Hydro,D
4823,Male,30,No,4.0,Executive,No,1.0,Low,Hydro,D
4824,Female,50,No,1.0,Artist,Yes,9.0,Low,Solar,B
4825,Male,61,Yes,1.0,Artist,Yes,,Low,Solar,B
4826,Male,19,No,5.0,Healthcare,No,0.0,Low,Solar,D
4827,Female,22,No,2.0,Doctor,No,0.0,Low,Hydro,D
4828,Female,35,No,1.0,Healthcare,Yes,9.0,Low,Solar,D
4829,Female,47,Yes,4.0,Engineer,Yes,0.0,Low,Solar,B
4830,Male,32,No,4.0,Doctor,No,12.0,Low,Solar,D
4831,Male,33,Yes,2.0,Healthcare,No,11.0,High,Solar,D
4832,Female,25,No,2.0,Healthcare,Yes,,Low,Hydro,A
4833,Female,28,No,4.0,Healthcare,No,1.0,Low,Solar,B
4834,Male,32,No,2.0,Homemaker,No,,Low,Hydro,B
4835,Female,50,Yes,6.0,Healthcare,Yes,1.0,High,Geothermal,C
4836,Female,37,Yes,3.0,Engineer,Yes,,Average,Solar,B
4837,Male,53,No,1.0,Artist,Yes,1.0,Low,Solar,B
4838,Female,49,Yes,2.0,Artist,Yes,1.0,Low,Wind,A
4839,Male,72,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,D
4840,Male,60,Yes,3.0,Executive,Yes,0.0,High,Solar,B
4841,Male,48,No,1.0,Artist,Yes,4.0,Low,Solar,C
4842,Female,32,No,4.0,Healthcare,No,1.0,Low,Solar,D
4843,Male,48,No,2.0,Entertainment,Yes,1.0,Low,Wind,A
4844,Female,33,No,1.0,Entertainment,Yes,0.0,Low,Not Interested,B
4845,Female,26,Yes,2.0,Engineer,No,7.0,Low,Solar,A
4846,Female,38,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
4847,Female,56,Yes,1.0,Artist,Yes,0.0,Low,Hydro,C
4848,Female,41,No,,Entertainment,Yes,1.0,Low,Solar,D
4849,Female,43,Yes,4.0,Engineer,Yes,0.0,High,Wind,A
4850,Female,51,Yes,2.0,Artist,Yes,0.0,Average,Biomass,C
4851,Female,47,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
4852,Male,28,No,3.0,Artist,Yes,1.0,Low,Hydro,D
4853,Male,20,No,2.0,Healthcare,No,1.0,Low,Solar,D
4854,Female,38,Yes,3.0,Artist,No,0.0,Low,Solar,C
4855,Male,57,Yes,3.0,Executive,Yes,1.0,High,Solar,C
4856,Female,28,Yes,2.0,Engineer,No,1.0,Average,Hydro,A
4857,Male,39,No,1.0,Artist,Yes,1.0,Low,Solar,B
4858,Male,89,Yes,2.0,Marketing,Yes,1.0,High,Solar,C
4859,Female,81,Yes,2.0,Lawyer,Yes,0.0,Average,Solar,A
4860,Male,33,No,4.0,Entertainment,Yes,1.0,Low,Biomass,D
4861,Male,32,Yes,2.0,Artist,Yes,5.0,Average,Wind,A
4862,Male,79,,1.0,Lawyer,No,0.0,Low,Wind,A
4863,Female,41,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
4864,Male,43,Yes,2.0,Artist,Yes,9.0,Average,Biomass,C
4865,Female,68,Yes,2.0,Doctor,No,8.0,Average,Solar,C
4866,Female,58,Yes,2.0,Artist,Yes,7.0,Low,Solar,C
4867,Male,51,Yes,5.0,Entertainment,Yes,1.0,Average,Solar,B
4868,Male,47,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
4869,Female,55,Yes,3.0,Homemaker,Yes,13.0,Average,Geothermal,B
4870,Female,39,No,1.0,Artist,Yes,9.0,Low,Solar,A
4871,Female,33,No,5.0,Healthcare,Yes,1.0,Low,Biomass,B
4872,Female,62,Yes,1.0,Artist,Yes,9.0,Low,Solar,B
4873,Male,51,Yes,4.0,Executive,No,0.0,High,Not Interested,B
4874,Male,29,No,3.0,Entertainment,Yes,8.0,Low,Solar,D
4875,Female,48,No,1.0,Artist,Yes,4.0,Low,Solar,C
4876,Male,41,No,7.0,Engineer,No,9.0,Low,Hydro,C
4877,Male,42,No,1.0,Healthcare,Yes,9.0,Low,Wind,D
4878,Female,20,No,3.0,Healthcare,No,0.0,Low,Solar,D
4879,Female,60,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
4880,Female,72,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
4881,Male,25,No,1.0,Entertainment,Yes,9.0,Low,Biomass,A
4882,Female,57,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
4883,Female,40,Yes,4.0,Engineer,Yes,8.0,Average,Hydro,D
4884,Male,35,Yes,2.0,Doctor,No,9.0,Low,Solar,B
4885,Female,31,Yes,2.0,Engineer,Yes,1.0,Low,Solar,A
4886,Female,78,Yes,1.0,Lawyer,No,1.0,Low,Geothermal,A
4887,Female,41,No,1.0,Artist,Yes,9.0,Low,Solar,B
4888,Male,57,Yes,3.0,Artist,Yes,0.0,Average,Biomass,D
4889,Female,41,Yes,3.0,Marketing,Yes,9.0,Low,Solar,B
4890,Male,49,Yes,2.0,Artist,Yes,1.0,Low,Solar,C
4891,Male,40,No,2.0,Engineer,No,1.0,Low,Solar,A
4892,Male,89,Yes,2.0,Lawyer,Yes,0.0,Low,Solar,B
4893,Male,61,Yes,2.0,Executive,Yes,0.0,High,Solar,C
4894,Female,38,Yes,3.0,Entertainment,No,3.0,Average,Solar,B
4895,Female,58,Yes,3.0,Doctor,Yes,5.0,Average,Biomass,D
4896,Female,46,Yes,2.0,Artist,Yes,0.0,Average,Tidal,C
4897,Female,22,No,3.0,Engineer,No,,Low,Solar,D
4898,Male,39,Yes,2.0,Entertainment,Yes,6.0,Average,Solar,C
4899,Female,58,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
4900,Female,38,Yes,2.0,Artist,Yes,8.0,Average,Solar,B
4901,Male,28,Yes,2.0,Artist,No,1.0,Average,Wind,A
4902,Female,35,Yes,4.0,Artist,Yes,7.0,High,Not Interested,B
4903,Female,70,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
4904,Male,30,Yes,4.0,Executive,No,4.0,High,Wind,D
4905,Male,55,Yes,,Entertainment,No,1.0,Low,Hydro,A
4906,Female,57,Yes,1.0,Artist,Yes,,Low,Solar,B
4907,Female,22,,6.0,Healthcare,No,0.0,Low,Biomass,D
4908,Male,63,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
4909,Female,42,No,1.0,Executive,Yes,,Low,Hydro,B
4910,Male,27,Yes,3.0,Healthcare,Yes,4.0,High,Solar,B
4911,Female,43,No,1.0,Artist,Yes,1.0,Low,Wind,A
4912,Male,69,Yes,4.0,Executive,No,0.0,High,Wind,B
4913,Male,67,Yes,,Executive,Yes,1.0,Low,Not Interested,B
4914,Male,72,Yes,1.0,Marketing,Yes,0.0,Low,Solar,A
4915,Female,89,Yes,,Lawyer,Yes,1.0,Low,Solar,A
4916,Male,26,Yes,3.0,Executive,Yes,0.0,Low,Solar,D
4917,Female,53,No,1.0,Artist,Yes,9.0,Low,Solar,B
4918,Male,49,Yes,4.0,Artist,Yes,1.0,Average,Solar,B
4919,Female,28,No,5.0,Artist,No,1.0,Low,Tidal,A
4920,Male,52,Yes,4.0,Executive,Yes,1.0,High,Solar,C
4921,Male,43,Yes,4.0,Executive,Yes,,High,Solar,B
4922,Male,38,Yes,5.0,Artist,No,8.0,High,Solar,A
4923,Female,27,Yes,2.0,Homemaker,No,9.0,Average,Solar,A
4924,Male,18,No,4.0,Healthcare,No,5.0,Low,Biomass,D
4925,Male,59,Yes,3.0,Entertainment,Yes,1.0,Low,Solar,B
4926,Male,22,No,3.0,Healthcare,No,1.0,Low,Tidal,D
4927,Male,32,No,4.0,Doctor,Yes,0.0,Low,Biomass,D
4928,Female,35,Yes,2.0,Artist,Yes,0.0,Low,Solar,B
4929,Male,51,Yes,4.0,Artist,Yes,5.0,Average,Solar,C
4930,Female,22,No,6.0,Healthcare,No,8.0,Low,Solar,D
4931,Male,49,Yes,3.0,Executive,No,,High,Solar,B
4932,Female,42,Yes,,Artist,Yes,,Low,Hydro,B
4933,Male,32,No,3.0,Entertainment,No,1.0,Low,Not Interested,D
4934,Male,55,No,1.0,Lawyer,No,,Low,Tidal,D
4935,Male,31,No,,Entertainment,Yes,,Low,Geothermal,A
4936,Female,36,Yes,2.0,Doctor,Yes,7.0,Average,Solar,C
4937,Male,32,No,3.0,Healthcare,Yes,1.0,Low,Solar,B
4938,Male,18,No,4.0,Healthcare,No,0.0,Low,Hydro,D
4939,Female,31,No,3.0,Healthcare,Yes,4.0,Low,Solar,B
4940,Male,53,Yes,7.0,Artist,Yes,0.0,High,Hydro,D
4941,Female,42,No,3.0,Engineer,Yes,8.0,Low,Hydro,A
4942,Male,75,No,2.0,Lawyer,No,,Low,Solar,A
4943,Male,30,No,3.0,Artist,Yes,7.0,Low,Solar,D
4944,Male,19,No,4.0,Healthcare,No,1.0,Low,Solar,D
4945,Male,67,Yes,,Lawyer,No,,Low,Solar,D
4946,Male,46,Yes,2.0,Entertainment,Yes,1.0,Low,Wind,C
4947,Male,51,Yes,2.0,Engineer,Yes,1.0,Low,Solar,B
4948,Female,32,No,9.0,Engineer,No,1.0,Low,Hydro,D
4949,Female,53,,2.0,Artist,No,9.0,Low,Solar,B
4950,Female,46,No,1.0,Artist,Yes,5.0,Low,Biomass,B
4951,Female,45,No,1.0,Artist,Yes,3.0,Low,Solar,A
4952,Male,50,Yes,3.0,Executive,Yes,1.0,Average,Solar,B
4953,Female,36,Yes,3.0,Engineer,No,1.0,Low,Hydro,A
4954,Female,40,No,1.0,Artist,Yes,8.0,Low,Solar,B
4955,Female,40,Yes,2.0,Artist,Yes,,Low,Solar,D
4956,Male,43,Yes,9.0,Artist,No,1.0,High,Hydro,B
4957,Male,19,No,5.0,Healthcare,No,8.0,Low,Hydro,D
4958,Male,42,Yes,2.0,Entertainment,No,6.0,Average,Biomass,A
4959,Male,29,No,1.0,Healthcare,Yes,1.0,Low,Biomass,D
4960,Female,37,Yes,2.0,Doctor,Yes,9.0,Average,Solar,C
4961,Female,38,No,1.0,Artist,No,14.0,Low,Solar,A
4962,Female,79,Yes,1.0,Lawyer,Yes,0.0,Low,Wind,A
4963,Male,25,No,7.0,Entertainment,No,2.0,Low,Solar,D
4964,Female,29,No,5.0,Marketing,No,1.0,Low,Wind,D
4965,Female,33,No,1.0,Homemaker,Yes,1.0,Low,Wind,A
4966,Female,26,No,6.0,Healthcare,No,,Low,Not Interested,D
4967,Male,26,No,4.0,Doctor,No,1.0,Low,Solar,D
4968,Female,38,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
4969,Male,63,Yes,,Artist,Yes,1.0,Average,Solar,C
4970,Female,60,No,3.0,Artist,Yes,1.0,Low,Solar,C
4971,Female,33,No,7.0,Engineer,No,0.0,Low,Hydro,A
4972,Female,71,Yes,1.0,Lawyer,Yes,1.0,Low,Wind,A
4973,Male,45,Yes,2.0,Artist,Yes,,Low,Solar,A
4974,Female,60,Yes,2.0,Artist,Yes,0.0,Average,Hydro,B
4975,Female,31,Yes,2.0,Artist,Yes,0.0,Average,Hydro,A
4976,Female,26,No,1.0,Healthcare,Yes,8.0,Low,Solar,D
4977,Female,42,Yes,1.0,Engineer,Yes,1.0,Low,Solar,B
4978,Female,35,No,1.0,Artist,No,13.0,Low,Solar,A
4979,Female,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
4980,Male,25,No,5.0,Healthcare,Yes,4.0,Low,Hydro,D
4981,Female,23,No,2.0,Entertainment,No,0.0,Low,Biomass,D
4982,Male,53,Yes,5.0,Artist,Yes,0.0,Average,Solar,C
4983,Female,49,No,2.0,Doctor,Yes,,Low,Solar,D
4984,Female,35,No,1.0,Doctor,Yes,1.0,Low,Wind,B
4985,Male,60,Yes,3.0,Executive,Yes,5.0,High,Solar,C
4986,Male,86,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,A
4987,Female,31,,4.0,Healthcare,No,0.0,Low,Solar,C
4988,Male,18,No,2.0,Marketing,No,2.0,Low,Wind,D
4989,Male,38,Yes,4.0,Doctor,Yes,0.0,High,Not Interested,A
4990,Male,39,No,2.0,Artist,Yes,8.0,Low,Wind,A
4991,Female,45,No,1.0,Marketing,No,1.0,Low,Solar,D
4992,Male,28,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
4993,Male,65,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
4994,Female,41,No,1.0,Artist,Yes,0.0,Low,Not Interested,C
4995,Male,48,Yes,3.0,Entertainment,No,1.0,Average,Solar,B
4996,Female,52,Yes,4.0,Engineer,Yes,7.0,High,Solar,C
4997,Female,26,No,1.0,Healthcare,Yes,,Low,Solar,D
4998,Female,43,,1.0,Engineer,Yes,1.0,Low,Solar,A
4999,Female,30,No,4.0,Healthcare,Yes,0.0,Low,Hydro,C
5000,Female,77,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
5001,Female,37,No,1.0,Artist,No,4.0,Low,Solar,A
5002,Female,65,No,5.0,Lawyer,Yes,0.0,Low,Solar,A
5003,Male,61,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
5004,Female,32,No,5.0,Healthcare,No,2.0,Low,Tidal,C
5005,Male,49,Yes,3.0,Artist,Yes,0.0,Low,Wind,C
5006,Male,19,No,4.0,Healthcare,No,1.0,Low,Solar,D
5007,Male,50,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
5008,Female,31,No,5.0,Healthcare,No,0.0,Low,Biomass,D
5009,Male,45,Yes,2.0,Doctor,Yes,6.0,Average,Solar,C
5010,Male,82,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
5011,Male,33,No,3.0,,No,5.0,Low,Geothermal,D
5012,Male,39,Yes,3.0,Entertainment,Yes,9.0,High,Solar,D
5013,Male,20,No,5.0,Healthcare,No,1.0,Low,Solar,D
5014,Female,85,Yes,5.0,Lawyer,Yes,0.0,Low,Solar,C
5015,Male,49,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,A
5016,Female,76,Yes,2.0,Artist,Yes,1.0,High,Solar,C
5017,Male,37,Yes,4.0,Artist,Yes,0.0,High,Solar,B
5018,Male,62,Yes,3.0,Artist,No,0.0,Average,Solar,C
5019,Female,23,No,6.0,Marketing,No,2.0,Low,Wind,D
5020,Male,33,No,1.0,Artist,Yes,0.0,Low,Solar,D
5021,Male,53,Yes,3.0,Artist,Yes,0.0,Low,Solar,A
5022,Male,46,Yes,3.0,Executive,No,,Average,Tidal,C
5023,Male,28,Yes,2.0,Engineer,No,6.0,Average,Hydro,A
5024,Female,87,No,2.0,Lawyer,No,1.0,Low,Solar,A
5025,Female,45,Yes,2.0,Artist,Yes,3.0,Average,Solar,A
5026,Female,21,No,4.0,Healthcare,No,1.0,Low,Hydro,D
5027,Female,51,No,1.0,Artist,Yes,0.0,Low,Wind,A
5028,Female,37,Yes,4.0,Doctor,Yes,9.0,Average,Biomass,C
5029,Male,67,,3.0,Executive,Yes,0.0,High,Solar,B
5030,Male,49,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
5031,Female,66,No,3.0,Entertainment,No,2.0,Low,Solar,D
5032,Male,42,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,D
5033,Male,45,Yes,3.0,Doctor,No,1.0,Average,Solar,B
5034,Male,32,No,4.0,Healthcare,Yes,,Low,Solar,D
5035,Male,47,No,1.0,Doctor,Yes,1.0,Low,Solar,B
5036,Female,38,Yes,3.0,Engineer,Yes,8.0,Low,Solar,A
5037,Male,50,Yes,4.0,Executive,No,,High,Solar,B
5038,Female,51,Yes,2.0,Entertainment,Yes,7.0,Average,Solar,A
5039,Male,32,Yes,2.0,Entertainment,No,1.0,Average,Solar,B
5040,Male,53,Yes,,Entertainment,Yes,1.0,High,Solar,B
5041,Female,45,Yes,1.0,Artist,Yes,9.0,Low,Not Interested,C
5042,Female,32,No,4.0,Healthcare,No,0.0,Low,Solar,C
5043,Male,22,No,2.0,,No,2.0,Low,Wind,D
5044,Male,59,No,1.0,Entertainment,Yes,1.0,Low,Solar,C
5045,Female,21,No,4.0,Healthcare,No,,Low,Tidal,D
5046,Male,62,Yes,3.0,Artist,Yes,1.0,Average,Wind,A
5047,Male,67,Yes,2.0,Lawyer,Yes,0.0,Low,Solar,C
5048,Female,73,No,1.0,Artist,Yes,0.0,Low,Solar,C
5049,Male,85,Yes,1.0,Lawyer,No,0.0,Low,Hydro,D
5050,Female,40,No,1.0,Artist,Yes,0.0,Low,Solar,B
5051,Female,27,Yes,2.0,Artist,No,,Low,Solar,A
5052,Male,41,Yes,2.0,Engineer,Yes,9.0,Average,Biomass,A
5053,Male,46,Yes,3.0,Doctor,Yes,0.0,Low,Wind,D
5054,Male,41,Yes,3.0,Artist,Yes,,Average,Wind,A
5055,Female,38,Yes,3.0,Artist,Yes,7.0,Average,Hydro,B
