Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Predicted_Group
1037,1,18,0,9.0,8,0,1.0,2,4,D
1038,1,19,0,2.8253778838504378,5,0,0.0,2,2,D
1039,1,19,0,3.0,5,0,1.0,2,0,D
1040,1,22,0,8.0,5,0,0.0,2,4,D
1041,1,31,0,4.0,5,0,4.0,2,4,D
1042,1,63,1,2.0,0,0,0.0,0,4,C
1043,1,43,0,1.0,0,1,1.0,2,4,A
1044,1,73,0,2.8253778838504378,2,0,0.0,2,2,A
1045,0,39,1,2.0,2,0,0.0,2,4,A
1046,1,31,0,5.0,5,1,1.0,2,4,D
1047,1,31,0,5.0,0,1,0.0,2,4,D
1048,1,43,1,4.0,0,0,0.0,0,0,B
1049,1,52,1,3.0,0,0,0.0,0,4,C
1050,0,63,1,3.0,1,1,0.0,0,4,B
1051,1,51,1,4.0,4,1,1.0,1,4,C
1052,1,35,1,7.0,5,1,1.0,2,2,D
1053,0,32,1,2.0,3,0,2.552586938083121,0,2,A
1054,0,39,1,4.0,6,1,9.0,1,4,A
1055,0,25,0,6.0,5,0,1.0,2,1,B
1056,1,20,0,5.0,5,0,0.0,2,2,D
1057,0,33,0,1.0,6,0,9.0,2,4,D
1058,1,36,1,5.0,4,0,0.0,0,2,A
1059,0,35,1,2.0,1,1,2.552586938083121,2,4,B
1060,0,42,1,2.0,0,1,1.0,0,4,C
1061,0,52,1,5.0,0,1,2.0,0,4,C
1062,0,42,1,2.0,2,1,1.0,2,4,B
1063,0,57,1,2.0,6,0,2.552586938083121,1,4,B
1064,0,30,0,3.0,3,1,1.0,2,4,D
1065,0,73,1,2.0,7,1,1.0,1,4,B
1066,1,66,1,2.0,2,1,3.0,1,4,C
1067,0,62,1,5.0,0,1,9.0,0,0,C
1068,0,36,1,1.0,0,1,4.0,2,6,A
1069,1,33,0,3.0,2,0,0.0,2,2,D
1070,1,28,0,8.0,5,0,0.0,2,2,D
1071,0,48,1,2.0,0,1,3.0,0,4,C
1072,0,53,1,2.0,0,1,1.0,0,4,C
1073,0,27,1,2.8253778838504378,1,0,1.0,2,6,C
1074,0,71,1,2.0,8,0,0.0,1,2,D
1075,1,35,1,2.0,0,1,9.0,0,2,B
1076,0,41,0,1.0,0,1,0.0,2,2,A
1077,0,39,1,4.0,3,0,0.0,2,2,A
1078,0,79,1,2.0,7,0,1.0,1,2,B
1079,0,29,0,8.0,2,0,9.0,2,2,A
1080,0,33,0,7.0,0,1,7.0,2,2,A
1081,0,31,0,2.8253778838504378,5,0,0.0,2,2,D
1082,1,25,1,3.0,2,0,4.0,0,2,D
1083,0,43,1,3.0,2,0,2.0,0,2,D
1084,0,52,1,1.0,1,0,4.0,2,2,A
1085,1,41,1,7.0,4,0,0.0,1,2,A
1086,0,27,1,6.0,1,0,2.552586938083121,1,2,D
1087,0,39,1,5.0,2,0,1.0,0,2,B
1088,1,32,0,7.0,1,0,3.0,2,2,D
1089,1,19,0,5.0,5,0,1.0,2,2,D
1090,1,58,1,2.8253778838504378,0,0,1.0,1,2,A
1091,1,30,0,3.0,0,1,1.0,2,2,A
1092,0,31,0,6.0,2,1,0.0,2,2,A
1093,0,43,1,4.0,2,0,2.552586938083121,0,2,A
1094,0,63,1,6.0,8,0,2.552586938083121,0,2,D
1095,0,37,1,3.0,2,1,2.552586938083121,0,2,B
1096,1,37,1,6.0,0,0,0.0,0,2,A
1097,0,31,1,2.0,6,1,9.0,0,4,A
1098,0,38,0,1.0,0,1,4.0,2,4,B
1099,0,41,1,6.0,3,1,2.552586938083121,1,4,A
1100,0,45,1,3.0,0,1,3.0,0,4,B
1101,1,35,1,4.0,1,1,2.552586938083121,0,4,B
1102,0,43,1,5.0,2,0,1.0,2,5,A
1103,0,33,0,3.0,5,0,2.552586938083121,2,2,D
1104,1,26,0,3.0,6,0,14.0,2,6,D
1105,0,39,1,2.0,0,0,2.552586938083121,0,4,B
1106,1,49,1,2.0,0,0,1.0,1,4,C
1107,1,47,1,2.0,0,0,0.0,0,4,C
1108,1,53,1,4.0,3,0,1.0,0,2,A
1109,1,52,1,5.0,4,1,5.0,1,4,C
1110,0,66,1,2.0,7,0,0.0,0,4,C
1111,1,26,0,2.0,3,0,6.0,2,2,D
1112,1,38,1,5.0,8,1,2.552586938083121,2,4,D
1113,0,25,0,4.0,6,0,2.552586938083121,2,4,D
1114,0,53,1,2.0,0,0,8.0,0,4,B
1115,0,87,1,2.0,7,0,0.0,1,4,B
1116,1,28,0,2.0,5,0,1.0,2,4,D
1117,0,37,1,3.0,0,1,7.0,1,4,C
1118,0,42,1,1.0,0,1,2.552586938083121,2,4,A
1119,0,25,1,2.0,0,0,1.0,0,5,D
1120,0,33,1,3.0,2,0,6.0,2,4,A
1121,0,33,0,3.0,5,1,2.552586938083121,2,0,D
1122,1,46,1,2.0,0,1,1.0,2,4,B
1123,1,33,0,4.0,5,0,2.0,2,6,D
1124,1,26,0,3.0,3,0,1.0,2,4,D
1125,1,32,0,4.0,1,0,6.0,2,4,D
1126,0,25,0,1.0,5,0,2.552586938083121,2,4,D
1127,0,18,0,2.8253778838504378,5,0,1.0,2,4,D
1128,0,22,0,4.0,2,0,0.0,2,4,D
1129,1,19,0,4.0,5,0,2.0,2,4,D
1130,1,46,1,4.0,0,1,0.0,1,4,B
1131,1,19,0,4.0,5,0,4.0,2,4,D
1132,1,45,1,3.0,0,1,0.0,0,4,C
1133,0,52,1,3.0,2,1,1.0,0,4,B
1134,0,42,1,5.0,2,1,2.552586938083121,0,6,B
1135,1,47,1,3.0,3,0,1.0,0,6,B
1136,1,45,1,4.0,6,0,2.552586938083121,0,4,B
1137,1,32,0,2.8253778838504378,5,0,2.552586938083121,2,1,D
1138,1,41,1,3.0,4,0,5.0,1,2,A
1139,0,28,0,1.0,6,1,2.552586938083121,2,4,D
1140,1,37,1,4.0,4,0,9.0,1,4,A
1141,0,20,1,2.0,2,0,8.0,0,1,C
1142,0,73,1,1.0,7,1,3.0,2,4,A
1143,1,51,1,3.0,0,1,0.0,0,4,C
1144,1,18,1,4.0,2,1,2.552586938083121,0,4,A
1145,1,42,1,3.0,2,0,1.0,0,2,A
1146,1,20,0,3.0,5,0,1.0,2,6,D
1147,0,23,0,3.0,1,0,0.0,2,6,A
1148,1,31,1,2.0,6,1,2.0,2,5,D
1149,0,33,1,3.0,6,1,1.0,2,1,B
1150,1,21,0,6.0,5,0,9.0,2,4,D
1151,1,51,1,7.0,1,1,5.0,0,4,C
1152,1,47,1,4.0,0,1,0.0,0,4,C
1153,1,20,0,4.0,5,0,0.0,2,4,D
1154,1,21,0,2.0,5,0,0.0,2,4,D
1155,1,22,0,3.0,5,0,1.0,2,4,D
1156,0,32,0,4.0,2,1,9.0,2,4,D
1157,0,30,0,1.0,5,1,8.0,2,4,D
1158,1,61,1,1.0,1,1,1.0,2,4,A
1159,1,43,1,4.0,3,0,0.0,0,2,A
1160,1,25,0,1.0,1,1,8.0,2,4,D
1161,1,46,1,3.0,3,0,0.0,0,4,B
1162,0,53,1,2.0,2,0,12.0,2,6,A
1163,1,55,1,2.0,1,1,0.0,1,4,C
1164,0,42,1,3.0,2,0,0.0,2,4,A
1165,0,26,0,1.0,8,1,11.0,2,4,D
1166,1,29,0,3.0,5,0,0.0,2,4,C
1167,1,39,1,4.0,0,1,4.0,0,6,C
1168,1,38,1,3.0,0,1,1.0,0,4,C
1169,1,69,1,2.0,3,1,2.552586938083121,0,4,C
1170,0,25,0,3.0,0,0,6.0,2,4,D
1171,0,26,0,4.0,0,1,4.0,2,4,C
1172,1,51,1,5.0,4,0,0.0,1,4,B
1173,1,30,1,2.0,6,0,8.0,0,4,D
1174,0,28,1,2.0,6,0,2.552586938083121,0,6,A
1175,0,33,0,2.0,6,0,8.0,2,4,D
1176,0,41,0,1.0,2,1,2.552586938083121,2,4,A
1177,1,71,0,2.0,7,0,2.552586938083121,2,4,D
1178,1,42,1,3.0,4,1,5.0,1,4,B
1179,1,71,1,1.0,7,1,2.0,2,4,A
1180,1,35,1,5.0,0,0,6.0,0,4,B
1181,1,28,0,5.0,8,0,0.0,2,4,D
1182,1,31,1,2.0,0,1,1.0,0,6,C
1183,1,43,1,3.0,0,1,2.0,0,4,C
1184,0,77,1,2.0,7,0,0.0,1,4,B
1185,0,71,1,1.0,2,1,0.0,2,4,C
1186,0,47,1,2.0,2,1,0.0,0,4,C
1187,0,26,0,1.0,6,0,9.0,2,4,D
1188,1,40,1,4.0,1,0,4.0,0,4,B
1189,0,72,1,2.0,7,1,0.0,1,4,A
1190,0,73,1,2.0,0,1,1.0,1,4,C
1191,1,26,0,6.0,5,1,1.0,2,6,D
1192,0,57,1,3.0,2,1,2.552586938083121,1,6,B
1193,1,30,1,3.0,0,0,2.552586938083121,0,4,B
1194,0,36,1,3.0,0,0,2.552586938083121,0,4,B
1195,1,52,1,4.0,3,0,10.0,0,4,B
1196,1,42,1,2.0,0,1,3.0,0,4,C
1197,1,52,1,1.0,2,0,2.552586938083121,2,4,A
1198,1,28,1,3.0,0,1,0.0,0,5,B
1199,0,43,1,1.0,6,0,7.0,2,4,A
1200,1,43,0,1.0,0,1,2.552586938083121,2,4,A
1201,1,25,0,4.0,1,0,0.0,2,4,D
1202,1,52,1,3.0,4,1,1.0,1,4,C
1203,0,28,0,1.0,6,1,9.0,2,4,D
1204,1,56,1,4.0,3,1,0.0,0,4,C
1205,1,38,1,7.0,4,0,12.0,1,4,B
1206,1,83,1,2.0,7,0,1.0,1,4,A
1207,1,82,1,2.0,7,1,2.552586938083121,1,4,A
1208,1,32,1,2.8253778838504378,6,1,8.0,2,4,D
1209,0,35,0,1.0,6,1,12.0,2,4,D
1210,1,40,1,2.0,8,1,0.0,2,4,D
1211,0,25,0,1.0,6,1,13.0,2,4,D
1212,0,39,1,3.0,0,1,2.552586938083121,0,4,B
1213,1,25,0,1.0,0,1,7.0,2,4,A
1214,1,52,1,4.0,0,1,0.0,2,4,B
1215,1,33,0,4.0,0,0,0.0,2,1,A
1216,1,28,0,3.0,0,1,6.0,2,4,A
1217,0,43,0,1.0,0,1,0.0,2,4,A
1218,1,30,0,2.8253778838504378,0,1,8.0,2,1,A
1219,0,84,1,2.0,7,1,1.0,1,4,B
1220,1,48,1,4.0,4,1,6.0,1,4,C
1221,0,55,1,2.0,2,0,3.0,0,4,B
1222,0,37,1,1.0,6,1,8.0,2,4,D
1223,1,38,1,3.0,2,1,11.0,0,4,A
1224,0,28,0,3.0,1,1,2.552586938083121,2,4,D
1225,1,86,1,1.0,7,1,2.552586938083121,2,4,B
1226,0,35,0,1.0,6,0,9.0,2,4,D
1227,1,35,0,2.0,3,0,0.0,2,4,D
1228,0,46,1,1.0,7,0,0.0,2,4,A
1229,0,79,1,1.0,7,1,0.0,2,4,B
1230,1,63,1,2.0,7,1,5.0,1,4,A
1231,0,50,1,3.0,1,1,2.552586938083121,1,4,B
1232,0,35,0,1.0,3,1,0.0,2,4,A
1233,1,65,1,1.0,1,0,2.552586938083121,2,4,A
1234,1,50,1,4.0,0,0,0.0,0,4,C
1235,0,27,0,2.8253778838504378,6,0,2.552586938083121,2,6,D
1236,1,45,1,3.0,4,1,0.0,1,4,C
1237,0,36,0,4.0,6,1,0.0,2,4,A
1238,1,43,1,2.0,3,0,11.0,0,4,A
1239,1,62,1,5.0,8,1,1.0,1,4,C
1240,1,57,1,2.0,0,1,2.0,0,4,C
1241,1,51,0,1.0,8,0,9.0,2,4,D
1242,1,59,1,1.0,0,1,0.0,2,6,A
1243,0,27,1,4.0,0,0,0.0,2,4,D
1244,0,83,1,2.0,7,0,2.552586938083121,1,4,A
1245,1,50,1,3.0,3,1,6.0,2,4,A
1246,1,75,1,3.0,4,1,1.0,1,4,C
1247,1,28,0,2.0,4,0,2.0,2,6,D
1248,1,39,1,2.0,0,1,9.0,0,4,C
1249,0,69,1,2.0,1,1,0.0,0,4,C
1250,0,41,0,1.0,0,1,1.0,2,2,D
1251,0,28,1,5.0,5,1,0.0,2,6,D
1252,0,39,1,3.0,3,0,1.0,1,6,A
1253,1,47,0,1.0,0,1,0.0,2,6,B
1254,0,62,1,1.0,2,1,1.0,2,6,B
1255,0,41,1,4.0,2,0,0.0,2,6,A
1256,1,49,1,3.0,1,1,5.0,0,1,B
1257,0,52,1,2.0,0,1,8.0,2,4,C
1258,0,48,1,2.8253778838504378,3,0,2.0,0,2,A
1259,0,26,0,2.0,5,1,7.0,2,6,D
1260,0,72,1,1.0,2,1,1.0,2,4,B
1261,0,47,1,3.0,0,1,0.0,2,2,C
1262,0,19,0,2.0,5,0,1.0,2,2,D
1263,0,21,0,3.0,5,0,1.0,2,3,D
1264,1,39,0,1.0,3,0,1.0,2,4,A
1265,0,52,0,1.0,0,1,0.0,2,4,C
1266,1,37,1,3.0,3,0,8.0,0,4,A
1267,1,51,1,2.0,3,0,0.0,2,4,D
1268,1,48,1,3.0,2,0,1.0,0,4,B
1269,1,22,0,3.0,5,0,2.552586938083121,2,4,D
1270,1,47,1,4.0,4,1,1.0,1,4,C
1271,0,45,1,3.0,2,0,0.0,0,4,B
1272,0,29,0,2.0,2,0,5.0,2,4,D
1273,0,47,1,1.0,1,0,1.0,2,4,A
1274,1,41,1,2.0,3,1,8.0,0,4,B
1275,0,32,1,4.0,6,0,9.0,0,0,D
1276,1,31,1,3.0,8,0,2.0,2,4,D
1277,1,20,0,3.0,8,0,1.0,2,4,D
1278,0,46,1,3.0,0,1,0.0,0,4,C
1279,1,70,1,1.0,7,1,3.0,2,4,A
1280,1,65,1,3.0,0,1,1.0,0,4,B
1281,0,68,1,2.0,0,1,1.0,0,4,C
1282,1,29,1,1.0,6,0,9.0,2,2,D
1283,1,41,1,2.0,3,1,3.0,0,6,B
1284,1,50,1,5.0,4,0,0.0,2,4,D
1285,1,38,1,2.0,3,1,9.0,0,6,B
1286,1,37,1,2.0,4,0,2.552586938083121,0,6,A
1287,0,30,1,2.0,2,0,6.0,2,6,A
1288,0,63,1,1.0,2,1,1.0,2,6,B
1289,1,42,1,2.0,0,1,6.0,0,6,C
1290,1,41,1,3.0,4,0,0.0,1,4,B
1291,0,60,1,4.0,2,1,2.552586938083121,1,4,B
1292,1,46,1,2.0,2,1,1.0,2,6,A
1293,0,83,1,2.0,7,0,0.0,1,4,B
1294,1,27,1,2.0,5,1,3.0,2,4,D
1295,0,22,0,4.0,5,0,1.0,2,0,D
1296,1,20,0,4.0,5,0,0.0,2,4,D
1297,0,40,1,2.0,2,1,0.0,2,4,B
1298,0,28,0,6.0,1,1,0.0,2,2,B
1299,1,28,0,1.0,1,1,2.552586938083121,2,2,A
1300,1,28,1,2.0,3,0,0.0,2,6,D
1301,0,20,0,4.0,5,0,0.0,2,6,D
1302,0,53,1,6.0,2,0,0.0,0,6,A
1303,0,35,1,2.0,1,1,0.0,2,4,A
1304,0,21,0,4.0,5,1,3.0,2,1,D
1305,1,30,0,4.0,5,1,6.0,2,0,D
1306,0,46,1,1.0,0,1,2.0,2,4,D
1307,0,36,0,4.0,2,1,3.0,2,0,C
1308,0,38,1,3.0,0,1,4.0,1,0,C
1309,0,26,1,2.0,8,0,1.0,0,4,D
1310,0,45,1,1.0,1,1,1.0,2,2,A
1311,0,46,1,2.0,4,1,5.0,1,4,C
1312,1,25,0,1.0,1,1,0.0,2,6,A
1313,1,27,0,7.0,8,0,0.0,2,4,D
1314,0,42,1,1.0,1,1,6.0,2,6,A
1315,1,20,1,2.0,8,0,3.0,2,6,D
1316,1,55,1,1.0,1,1,6.0,2,6,A
1317,1,25,0,1.0,8,0,2.552586938083121,2,4,D
1318,1,27,1,2.0,1,0,2.552586938083121,1,6,B
1319,1,31,0,4.0,8,0,0.0,2,6,D
1320,0,38,1,5.0,3,0,6.0,0,0,B
1321,1,43,1,2.0,3,1,2.552586938083121,0,4,B
1322,0,59,1,3.0,0,1,2.0,1,4,C
1323,1,61,1,3.0,4,0,1.0,0,4,B
1324,0,27,1,2.0,2,1,1.0,2,4,A
1325,1,26,1,5.0,4,0,1.0,1,4,D
1326,1,39,1,4.0,0,1,2.552586938083121,0,2,C
1327,1,51,1,3.0,0,1,0.0,0,4,C
1328,1,47,1,3.0,3,0,0.0,0,4,B
1329,1,52,1,4.0,0,1,1.0,0,4,C
1330,1,59,1,2.0,7,1,2.552586938083121,1,4,B
1331,1,57,1,2.0,2,0,1.0,0,4,B
1332,0,86,1,2.0,7,1,1.0,1,4,B
1333,1,49,1,2.0,0,1,2.552586938083121,0,4,C
1334,1,30,0,4.0,1,0,2.552586938083121,2,2,D
1335,0,43,1,4.0,2,0,0.0,0,4,B
1336,1,19,0,5.0,5,0,2.552586938083121,2,0,D
1337,1,20,0,4.0,5,0,2.552586938083121,2,4,D
1338,1,19,0,3.0,5,0,2.552586938083121,2,4,D
1339,0,43,1,1.0,1,1,0.0,2,4,B
1340,1,31,0,4.0,5,0,0.0,2,2,D
1341,1,30,1,2.0,4,0,1.0,1,4,D
1342,1,27,1,3.0,1,1,8.0,0,4,A
1343,1,36,1,4.0,4,1,2.552586938083121,1,4,B
1344,1,47,1,2.0,4,1,0.0,2,4,A
1345,1,35,1,4.0,4,1,1.0,1,4,A
1346,1,25,1,2.0,3,1,0.0,2,3,A
1347,0,25,1,3.0,0,0,0.0,2,4,A
1348,1,38,0,1.0,0,0,1.0,2,6,A
1349,0,32,0,3.0,2,0,0.0,2,4,D
1350,1,48,1,6.0,4,0,1.0,1,4,C
1351,0,38,0,1.0,0,0,10.0,2,4,A
1352,1,70,1,2.0,4,0,2.552586938083121,1,4,A
1353,1,42,0,1.0,8,1,2.552586938083121,2,4,A
1354,0,85,1,2.0,0,1,1.0,1,0,C
1355,0,25,0,3.0,5,1,1.0,2,4,A
1356,0,31,0,2.0,1,1,1.0,2,2,A
1357,0,20,0,4.0,5,0,3.0,2,2,D
1358,0,37,1,2.0,0,1,0.0,0,2,C
1359,1,33,0,2.0,0,1,8.0,2,4,A
1360,0,52,0,1.0,0,0,5.0,2,4,C
1361,1,26,0,3.0,1,1,0.0,2,4,D
1362,0,21,0,5.0,5,0,9.0,2,2,D
1363,0,42,0,1.0,2,1,0.0,2,4,A
1364,0,35,1,4.0,6,1,2.552586938083121,0,0,B
1365,1,39,1,4.0,0,1,0.0,0,4,B
1366,0,41,1,2.0,1,1,1.0,0,4,C
1367,0,18,0,5.0,5,0,1.0,2,4,D
1368,1,22,0,1.0,5,0,0.0,2,4,D
1369,0,25,1,2.0,2,0,2.0,2,4,D
1370,0,20,0,5.0,5,0,4.0,2,4,D
1371,0,18,0,4.0,3,0,0.0,2,0,D
1372,0,20,0,5.0,5,0,1.0,2,1,D
1373,1,21,0,4.0,8,0,0.0,2,0,D
1374,0,25,0,4.0,5,0,1.0,2,6,C
1375,0,60,1,2.0,0,1,2.552586938083121,0,4,C
1376,0,46,1,5.0,2,0,0.0,0,6,A
1377,1,68,1,2.0,4,0,1.0,1,4,B
1378,1,21,0,4.0,5,0,1.0,2,0,D
1379,1,27,0,3.0,1,1,0.0,2,4,C
1380,1,59,1,4.0,4,1,1.0,1,4,C
1381,0,26,0,1.0,0,1,8.0,2,4,A
1382,1,26,1,2.0,0,1,0.0,0,4,C
1383,0,32,1,2.0,1,0,1.0,0,3,B
1384,1,33,0,6.0,5,0,0.0,2,4,C
1385,1,28,0,3.0,5,1,0.0,2,4,D
1386,0,30,0,3.0,5,1,0.0,2,3,D
1387,0,32,0,1.0,0,1,2.552586938083121,2,4,A
1388,0,41,0,3.0,2,0,3.0,2,6,D
1389,1,42,1,2.0,0,1,13.0,2,4,C
1390,0,45,1,4.0,1,1,1.0,0,4,B
1391,0,39,0,2.0,0,1,1.0,2,4,C
1392,0,29,0,1.0,2,0,0.0,2,4,D
1393,1,46,1,3.0,3,1,1.0,0,4,C
1394,0,26,1,4.0,8,1,5.0,1,0,A
1395,0,26,0,4.0,5,1,2.552586938083121,2,4,D
1396,0,41,1,2.8253778838504378,1,1,1.0,2,4,B
1397,0,38,1,3.0,8,1,9.0,2,4,D
1398,1,69,1,4.0,4,0,1.0,1,4,B
1399,1,46,0,2.0,0,1,0.0,2,4,B
1400,0,40,0,1.0,0,0,0.0,2,1,B
1401,1,25,0,3.0,2,0,9.0,2,2,D
1402,1,59,1,2.0,0,0,1.0,0,2,C
1403,1,26,0,4.0,1,0,1.0,2,4,D
1404,0,33,0,4.0,0,1,0.0,2,4,D
1405,1,56,1,2.0,4,1,8.0,1,4,C
1406,1,30,0,5.0,5,0,0.0,2,2,D
1407,0,26,0,3.0,5,0,0.0,2,4,A
1408,0,28,0,5.0,1,0,0.0,2,6,D
1409,0,28,1,6.0,1,0,0.0,0,4,D
1410,1,20,0,4.0,5,0,1.0,2,4,D
1411,1,41,1,3.0,4,0,1.0,0,4,B
1412,1,37,1,3.0,0,1,0.0,1,4,C
1413,1,59,1,3.0,0,1,1.0,0,6,B
1414,0,43,1,2.0,0,1,0.0,0,4,C
1415,1,20,0,3.0,5,0,1.0,2,4,D
1416,0,30,0,5.0,5,1,1.0,2,0,B
1417,1,66,1,2.0,4,0,0.0,0,4,B
1418,1,28,1,3.0,0,1,1.0,0,4,B
1419,1,49,1,3.0,3,1,0.0,0,4,C
1420,0,61,1,3.0,0,1,0.0,0,4,C
1421,1,27,1,2.0,0,1,9.0,0,4,B
1422,0,35,1,1.0,2,0,1.0,2,2,A
1423,1,33,1,2.0,5,1,0.0,0,4,A
1424,0,36,1,2.0,0,1,2.0,0,4,C
1425,0,27,0,1.0,0,1,9.0,2,4,A
1426,0,29,0,2.8253778838504378,5,0,2.552586938083121,2,4,D
1427,0,31,0,5.0,2,0,1.0,2,2,A
1428,0,30,0,4.0,5,0,0.0,2,2,D
1429,0,43,1,2.0,0,1,2.552586938083121,0,4,C
1430,1,47,1,4.0,4,0,1.0,2,2,D
1431,0,42,0,1.0,2,0,2.552586938083121,2,4,A
1432,0,33,0,5.0,5,1,2.552586938083121,2,0,D
1433,0,36,0,4.0,0,1,1.0,2,0,C
1434,0,30,0,3.0,2,1,1.0,2,4,A
1435,1,60,1,1.0,0,1,9.0,2,4,A
1436,0,32,0,3.0,5,1,0.0,2,2,B
1437,0,32,1,2.0,0,1,0.0,0,2,B
1438,0,28,0,3.0,5,0,7.0,2,1,D
1439,1,46,1,4.0,5,1,2.0,1,3,B
1440,0,38,1,1.0,0,1,4.0,2,4,B
1441,1,28,1,2.8253778838504378,0,1,8.0,2,4,A
1442,1,30,1,2.0,3,1,7.0,2,4,B
1443,0,52,1,3.0,0,1,0.0,0,4,C
1444,0,46,1,4.0,2,1,1.0,0,4,B
1445,1,37,1,2.0,2,0,0.0,0,5,B
1446,0,25,0,3.0,2,1,2.0,2,4,D
1447,0,43,1,4.0,2,1,1.0,0,4,B
1448,1,32,0,4.0,8,0,0.0,2,4,D
1449,0,50,1,4.0,2,1,1.0,1,4,B
1450,1,43,1,3.0,0,0,3.0,0,4,B
1451,1,37,1,2.0,0,1,0.0,0,2,C
1452,1,61,1,4.0,5,0,0.0,1,3,B
1453,1,39,1,2.0,0,1,5.0,0,4,C
1454,1,46,1,5.0,0,1,1.0,0,4,C
1455,1,37,1,4.0,3,0,0.0,0,2,A
1456,0,36,1,3.0,2,0,0.0,2,0,A
1457,0,28,0,1.0,0,0,0.0,2,4,D
1458,1,86,1,1.0,7,1,0.0,2,4,B
1459,1,42,0,1.0,0,1,8.0,2,4,A
1460,1,82,1,1.0,4,1,1.0,2,4,D
1461,0,18,0,8.0,5,0,1.0,2,2,D
1462,0,18,0,4.0,2,0,0.0,2,4,D
1463,0,36,0,1.0,0,1,1.0,2,1,B
1464,0,26,0,6.0,2,0,1.0,2,4,C
1465,1,49,1,2.0,3,1,1.0,0,4,C
1466,0,69,1,3.0,0,1,1.0,0,4,C
1467,0,29,0,6.0,0,0,1.0,2,2,A
1468,1,68,0,2.0,3,1,1.0,2,4,C
1469,1,33,0,3.0,5,0,4.0,2,2,D
1470,1,38,1,5.0,4,0,3.0,1,4,B
1471,1,52,1,3.0,3,0,1.0,0,4,B
1472,1,28,1,2.0,0,1,1.0,2,4,A
1473,0,27,0,5.0,5,0,1.0,2,0,C
1474,0,28,0,4.0,2,0,0.0,2,2,A
1475,0,25,1,3.0,2,0,7.0,1,4,D
1476,0,30,0,1.0,0,1,8.0,2,4,A
1477,1,40,1,3.0,0,1,1.0,0,0,C
1478,0,25,0,9.0,0,1,0.0,2,4,C
1479,0,30,0,1.0,0,1,5.0,2,4,A
1480,0,43,1,2.0,2,0,0.0,0,2,A
1481,0,26,0,4.0,0,1,1.0,2,4,C
1482,0,37,1,3.0,3,0,0.0,0,4,B
1483,0,28,0,5.0,5,0,1.0,2,3,B
1484,0,31,1,5.0,8,0,1.0,2,2,D
1485,1,46,1,3.0,0,1,1.0,2,4,C
1486,0,47,1,4.0,0,1,5.0,0,4,C
1487,1,28,0,4.0,5,0,1.0,2,4,D
1488,1,30,0,1.0,5,0,0.0,2,4,D
1489,0,29,1,1.0,3,1,1.0,1,5,A
1490,1,23,0,5.0,0,0,2.0,2,4,D
1491,0,22,0,5.0,5,0,1.0,2,4,D
1492,1,20,0,5.0,5,0,1.0,2,3,D
1493,1,22,0,4.0,3,0,1.0,2,4,D
1494,0,19,0,4.0,5,0,0.0,2,4,D
1495,1,21,0,3.0,5,0,1.0,2,4,D
1496,0,19,0,4.0,5,0,0.0,2,4,D
1497,1,39,0,2.0,0,1,1.0,2,4,B
1498,0,38,1,2.0,0,1,8.0,2,4,C
1499,1,33,0,1.0,5,1,3.0,2,4,D
1500,0,38,0,1.0,6,1,4.0,2,4,D
1501,0,29,0,3.0,5,1,0.0,2,4,A
1502,0,35,1,1.0,3,0,4.0,2,4,B
1503,1,32,1,2.0,0,1,9.0,0,4,B
1504,1,59,1,1.0,0,1,0.0,2,4,B
1505,0,32,0,1.0,1,1,0.0,2,4,A
1506,0,29,0,3.0,5,1,8.0,2,2,D
1507,0,31,0,4.0,3,1,0.0,2,0,A
1508,1,59,1,4.0,4,0,0.0,1,4,B
1509,1,87,1,2.0,7,1,0.0,1,4,A
1510,1,53,1,2.0,4,1,0.0,2,4,A
1511,1,83,1,2.0,7,0,0.0,1,4,B
1512,1,33,0,5.0,5,0,1.0,2,2,D
1513,0,26,0,4.0,2,0,2.552586938083121,2,4,D
1514,0,39,1,5.0,0,1,7.0,1,4,B
1515,0,27,0,5.0,5,0,1.0,2,2,B
1516,0,42,1,2.0,0,1,5.0,0,2,C
1517,1,46,1,2.0,0,1,4.0,0,4,C
1518,1,63,1,2.0,1,1,0.0,1,4,C
1519,1,32,0,2.0,1,1,1.0,2,4,A
1520,0,38,0,3.0,2,1,0.0,2,4,A
1521,1,38,0,2.0,3,1,1.0,2,4,D
1522,0,63,1,1.0,2,1,1.0,2,4,B
1523,0,45,0,1.0,0,1,1.0,2,4,A
1524,0,33,0,5.0,5,1,1.0,2,0,B
1525,1,27,0,2.0,3,0,0.0,2,4,D
1526,0,87,1,2.0,0,0,7.0,1,3,A
1527,0,25,0,1.0,5,0,14.0,2,4,D
1528,1,61,1,4.0,0,1,0.0,0,4,C
1529,1,41,1,4.0,0,1,1.0,1,4,C
1530,1,86,1,2.0,7,1,2.552586938083121,1,4,A
1531,1,51,1,3.0,4,1,4.0,1,4,C
1532,1,83,1,2.0,7,0,0.0,1,4,B
1533,1,60,1,3.0,0,1,3.0,1,4,B
1534,1,65,1,3.0,0,1,6.0,0,4,C
1535,0,32,0,2.8253778838504378,5,0,1.0,2,4,D
1536,0,41,1,1.0,0,1,1.0,2,4,A
1537,0,56,1,3.0,0,1,0.0,0,4,C
1538,0,74,1,2.0,7,0,1.0,1,4,A
1539,1,39,1,2.0,0,1,4.0,0,0,C
